text,intent
Can support check if my refund is delayed due to a flagged transaction,refund
refund shows completed but bank shows nothing,refund
can i get escalated to your grievance team directly,human_handoff
Is phone verification mandatory during signup?,account_creation
Can I request delivery to a locker instead of my home?,shipping_info
any combo ofers available rn,promotions
Are there any offers exclusive to app users versus website?,promotions
do remote areas get the same delivery guarantee as cities,shipping_info
I need to sign up for the first time,account_creation
Why does my account show the refund as 'failed' with no further explanation,refund
can i change my account's privacy settings,account_management
Hi team,greeting
I've been waiting two weeks for my refund and still nothing,refund
"The delivery guy called but I missed it, what happens next?",order_tracking
my stuff still not here,order_tracking
is it possible to have a joint billing address for two accounts,account_management
Still waiting for my delivery,order_tracking
Is there a way to be prioritized in the queue given how long this has taken,human_handoff
"Hey, is there anyone from the team around?",greeting
can you update my region so i see local pricing,account_management
Can I request shipping insurance separately for valuable items,shipping_info
Is this the latest version or an older model still being sold?,product_inquiry
want to update payment info since my old card expired,account_management
sale kab hai,promotions
Is there an option to be connected with the last agent who assisted me,human_handoff
is there a customer helpline for the courier directly,order_tracking
Is there a student registration option with special perks?,account_creation
My package apparently reached the local hub three days ago and hasn't moved since,order_tracking
Hello,greeting
"Order was placed for the wrong address, cancel it please",cancel_order
how do i update my account without contacting support each time,account_management
need 2 cancel my order,cancel_order
Can you confirm if flash sale items are excluded from standard return policies,promotions
I want a cancellation confirmation once it's processed,cancel_order
What's the difference between a free account and a premium one at signup?,account_creation
delivary time for my pincode,shipping_info
do i get a confirmation after creating my account,account_creation
"I think my package might be misrouted, can you check?",order_tracking
can i return dis if it doesnt fit,product_inquiry
does delivery cost more for cod orders,shipping_info
"Hello, I was redirected here from your website",greeting
Can you confirm if this coupon works across all product categories,promotions
"I already made a purchase as a guest, can I convert that into an account now?",account_creation
Can you tell me if this comes with a trial period for testing,product_inquiry
I need to update my GST number for billing purposes,account_management
"bot cant help, need person",human_handoff
Can I combine multiple orders into a single shipment to save on cost?,shipping_info
"password reset email goes into a loop, never actually resets",account_recovery
Can I register with a work email instead of personal?,account_creation
"I ordered the wrong item, can you cancel it?",cancel_order
is there customer support during the signup process itself,account_creation
"I'm being asked to verify via a document upload, is that normal for recovery",account_recovery
Can cancellation happen automatically if payment isn't completed in time,cancel_order
Can you confirm the exact delivery partner assigned to my order,order_tracking
I want to know the average delay for orders in my pin code currently,order_tracking
I was charged a late fee that doesn't seem accurate,billing_inquiry
Can you send my invoice to a different email address?,billing_inquiry
Do heavier packages get routed through a different logistics partner,shipping_info
Is there a way to be notified the moment a wishlist item goes on sale,promotions
Is there an ongoing sale?,promotions
Can you tell me if there's a limited window each month for exclusive member deals,promotions
I want to register using my Google account instead of email,account_creation
is dis product ISO certified,product_inquiry
Can two people share one account or do we each need to register separately?,account_creation
"Hi, thanks for the warm welcome",greeting
is there an option to register anonymously,account_creation
Is there a discount for customers who consistently rate their delivery experience,promotions
Can someone senior personally look into this matter for me,human_handoff
can support intervene to cancel since the app is stuck,cancel_order
Do you provide shipping cost estimates before I even add items to cart,shipping_info
I want to link a second email as backup,account_management
can i specify a delivery date in advance,shipping_info
I want to remove my old saved card and add a new one,account_management
need help disputing a charge that seems fraudulent,billing_inquiry
The app crashes every time I try to enter my password,account_recovery
Show Dell products,product_inquiry
Can you check if my order got combined with someone else's shipment,order_tracking
can i complete signup later if i start it now,account_creation
What's your policy if a package is damaged during shipping?,shipping_info
Why was I billed the full amount despite a partial refund being issued earlier,billing_inquiry
need gst bill for office,billing_inquiry
my order tracking says failed delivery attempt but nobody came,order_tracking
Hello! Ready to chat whenever you are,greeting
Are there any exclusive deals for premium or subscribed members?,promotions
is live human support available 24/7 or only certain hours,human_handoff
Can you check if my corporate billing account was mixed up with a personal one,billing_inquiry
Track ORD1085,order_tracking
Is next-day delivery guaranteed or just an estimate,shipping_info
Can you help set reminders for me to update my address seasonally,account_management
trying to cancel through customer care instead of the app,cancel_order
"order placed in error, please remove it",cancel_order
I need a live person,human_handoff
Is there a callback option instead of chatting with a bot?,human_handoff
"I need proof that my package is actually moving, not just sitting somewhere",order_tracking
Is there a live agent available who can process exceptions manually,human_handoff
Can support cancel my order if I'm unable to access the app right now,cancel_order
how do i update my preferred language for support chats,account_management
Can you tell me if there's a loyalty reward for consistent monthly purchases,promotions
Where's my package for ORD1002?,order_tracking
Can you check why my transaction failed?,billing_inquiry
I need a human to confirm this wasn't a system error before I proceed,human_handoff
i need to prove ownership of my account somehow,account_recovery
"I want to change the name on my account, is that possible?",account_management
want to cancel since i realized i have a similar product already,cancel_order
Can you connect me with whoever is responsible for the delay to explain it personally,human_handoff
I see the order marked 'delivered' but I never got anything,order_tracking
"This has gone on too long, please get a person involved now",human_handoff
Is there a way to skip the queue given how long this has taken,human_handoff
Can you tell me the average time customers take before requesting a replacement,product_inquiry
I forgot my login credentials,account_recovery
Locked myself out after too many failed attempts,account_recovery
Can you confirm if my order left the warehouse?,order_tracking
Can support check if a courier delay is holding up my refund processing,refund
Is there a way to cancel without triggering a bad seller review,cancel_order
Can you get someone to personally follow up once this is resolved,human_handoff
Can you tell me if there's a minimum wait time between using two coupons,promotions
How to update account settings,account_management
Is this product genuine?,product_inquiry
How can I become a member?,account_creation
My account recovery keeps asking about a security question I never set,account_recovery
Is there an option for eco-friendly packaging?,shipping_info
I want to review and update all permissions granted to third-party apps,account_management
"The product was defective, please refund me",refund
"Hi, I have about five minutes, is that enough time?",greeting
"Hi, this is a bit random but I need some guidance",greeting
What's the price of a Samsung smartphone?,product_inquiry
Do you offer bulk order discounts?,promotions
The password reset link isn't working,account_recovery
Can you help me register?,account_creation
Can support confirm if cancellation impacts any ongoing loyalty rewards,cancel_order
How many days does the bank take after you process the refund?,refund
chnge username pls,account_management
Is there a way to combine a birthday discount with a seasonal sale,promotions
I need someone to verify this manually rather than through automation,human_handoff
"This issue is too complex for a bot, I need real assistance",human_handoff
Do you deliver on weekends?,shipping_info
Can support verify if this charge is linked to a subscription I forgot about,billing_inquiry
"Hey, saw the chat option and thought I'd try it",greeting
How do I become a customer here?,account_creation
Is there an offer for customers celebrating an account anniversary,promotions
"Hey there, been a customer for a while, small question today",greeting
wana cancel now,cancel_order
is delivery free above a certain amount always,shipping_info
Can you check if my order's weight caused unusual routing,order_tracking
can i see customer photos of dis product,product_inquiry
"Hi, can we talk?",greeting
Can billing errors from last month still be corrected now?,billing_inquiry
how do i change my account's default currency,account_management
How does this model compare to last year's version?,product_inquiry
Cancel it,cancel_order
How can I contact the delivery person directly?,order_tracking
"trying to create account on mobile, page not loading properly",account_creation
please cancel and dont charge my card for this,cancel_order
how to edit my acount,account_management
y is there an extra charge i dont understand,billing_inquiry
I'd like to set up an account today,account_creation
Is there a way to preview changes before saving them permanently,account_management
how do i add a profile picture during signup,account_creation
"My account got permanently banned by mistake, can you check",account_recovery
How many accounts can one person have?,account_creation
Hi again,greeting
I need proof that my subscription was actually cancelled before this charge,billing_inquiry
I'd like to close my account permanently,account_management
Is it possible to speak with the same representative I talked to last time,human_handoff
Can't remember which email I used to sign up,account_recovery
"My biometric login stopped working, how do I fix it?",account_recovery
Is registration free?,account_creation
I want to register but I'm worried about getting spam calls afterward,account_creation
What shipping method do you recommend for time-sensitive orders?,shipping_info
Can you confirm the status of ORD1089?,order_tracking
Can you tell me which city my package is currently in?,order_tracking
"Hey, is there a queue right now or can we start?",greeting
I forgot my username,account_recovery
want to add my office address as a secondary shipping option,account_management
"please cancel, dont want it anymore",cancel_order
List the smartphones you sell,product_inquiry
Can someone from the team call me back today?,human_handoff
Please transfer this conversation to your human support team,human_handoff
Good morning! Hope everything's going smoothly on your end,greeting
wanna cancel my order asap,cancel_order
Can you confirm cancellation doesn't affect my account standing,cancel_order
Is there a discount if I pay through a specific bank card?,promotions
Can you check if my refund is pending due to incomplete bank details,refund
"my refund got rejected, y though",refund
Show me the tracking for ORD1059,order_tracking
Where's my stuff,order_tracking
How fast is shipping,shipping_info
I need a person to walk me through this since I'm not confident using the app,human_handoff
Is there a discount for bundling insurance with a product purchase,promotions
My order was supposed to arrive yesterday and I'm still waiting,order_tracking
There's a mismatch between the amount debited and the order total shown,billing_inquiry
I want to cancel this order and instead place it under a corporate account,cancel_order
"The item smells like it's been used, I want a refund immediately",refund
I need this refund prioritized since I've already been charged interest on my card,refund
Can you confirm if this item can be returned after being used once,product_inquiry
edit my adress,account_management
Can you check if a subscription proration was calculated correctly,billing_inquiry
Can I sign up with a temporary address and update it later,account_creation
can you arrange a call with your support manager,human_handoff
"Hey, can we get started?",greeting
Can I temporarily pause my account instead of deleting it?,account_management
"Hello, thanks for the prompt response",greeting
Do you offer white-glove delivery for premium appliances,shipping_info
Can you confirm if bulky item delivery includes curbside drop-off only,shipping_info
The recovery flow asks for a code that was sent to an app I uninstalled,account_recovery
Can I get an itemized invoice for my last purchase?,billing_inquiry
"The item arrived damaged, I want a refund",refund
Can you confirm if there's a cashback ceiling per transaction,promotions
Can support cancel it manually if the app won't let me?,cancel_order
change my phone no,account_management
I can't log in,account_recovery
can support manually correct a wrong billing amount,billing_inquiry
"I paid extra for priority delivery, is that reflected in the current status?",order_tracking
Cancel my recent order,cancel_order
Can you verify if store credit refunds can later be converted to cash,refund
how long is the wait for account approval,account_creation
Is cancellation possible if the seller already printed the shipping label,cancel_order
Is account creation different for corporate bulk buyers,account_creation
Change my phone number please,account_management
Printer price,product_inquiry
can you cancel on my behalf since im traveling,cancel_order
I need to update my email address,account_management
trying every password i remember and none work,account_recovery
Can you connect me with someone who has more authority to resolve this?,human_handoff
Show me all Monitors,product_inquiry
Is cancellation free or does it come with a processing charge,cancel_order
Is delivery available through local partner stores in smaller towns,shipping_info
I need an explanation for a charge appearing under an unfamiliar merchant name,billing_inquiry
Is there a support ticket number I can use to track my recovery request,account_recovery
I want to set up parental controls linked to my main account,account_management
Can support confirm the refund timeline differs for international purchases,refund
Can you connect me with someone who can override this automated decision,human_handoff
"Hi, hoping you can point me in the right direction",greeting
"Recovery form doesn't accept my current address as a match, why",account_recovery
I need this matter handled outside of the standard automated ticketing system,human_handoff
Why does my tracking page show a different address than mine?,order_tracking
please just get me a real person already,human_handoff
can i skip some steps in registration and complete later,account_creation
Hiya,greeting
Is this energy efficient compared to older models?,product_inquiry
Why was my refund denied when the item clearly arrived defective,refund
I want to switch my primary contact number to my spouse's,account_management
I want written confirmation that a human reviewed my complaint,human_handoff
how long does customs clearance usually add to delivery,shipping_info
need invoice copy,billing_inquiry
I need a human to look at the attachments I sent since the bot ignored them,human_handoff
want to cancel due to delayed shipping,cancel_order
Is there a live option to speak with someone in a language other than English,human_handoff
order cancl kaise kare,cancel_order
"cancel button not working, help",cancel_order
How do I add a second address to my profile?,account_management
Do you have any updates from the courier partner on the delay?,order_tracking
How do I update my preferred delivery time slots?,account_management
Connect me to an agent,human_handoff
I need help since the refund tracker link in the email doesn't work,refund
Is there a special discount for customers who switch from paper to digital billing,promotions
Can I update my consent preferences for data sharing,account_management
Can support check if the courier picked up my return item at all,refund
is there a way to earn points faster,promotions
whats included in the standard package for dis,product_inquiry
The product doesn't match the pictures shown online at all,refund
Locate my order ORD1048,order_tracking
wheres my pakage,order_tracking
Can you loop in a senior representative for this issue?,human_handoff
Is express shipping available?,shipping_info
Edit my personal information,account_management
Do you have Dell laptops?,product_inquiry
Do you have Samsung monitors?,product_inquiry
Do you provide proof of shipment for insurance claims if something goes wrong,shipping_info
Can shipping preferences be saved as defaults for all future orders,shipping_info
"The captcha isn't loading on the signup page, what do I do?",account_creation
"want to make profile fast, whats needed",account_creation
Is there a way to request a specific time for a human agent to call me,human_handoff
Hello there!,greeting
Can you confirm whether a service charge is one-time or recurring,billing_inquiry
trying to update everything at once before moving houses,account_management
real agent plz,human_handoff
They approved my refund but I haven't seen the money in my account,refund
"Hi, thank you for your help earlier this week",greeting
"please dont give me another bot response, i need real help",human_handoff
how do i get started with an account here,account_creation
Can you break down exactly what this total charge includes?,billing_inquiry
status of my delivery pls,order_tracking
need last three months of invoices for tax filing,billing_inquiry
Is delivery available to hostel or dorm addresses?,shipping_info
Can you connect me with support staff who speak my preferred language,human_handoff
Can you confirm if refunds for gift purchases go to the buyer or recipient,refund
Sup,greeting
do you verify identity during account creation,account_creation
whats your delivery success rate in tier 2 cities,shipping_info
want refund since delivery took way longer than promised,refund
Nobody delivered anything today even though the app said out for delivery,order_tracking
"got wrong item, want rfund now",refund
"Hello, thanks for your patience in advance",greeting
Can you tell me if the courier updates tracking status in real time,order_tracking
Is there an option to schedule automatic profile updates,account_management
Specs for the ASUS gaming laptop please,product_inquiry
is cod availble everywhere,shipping_info
y is my order taking so long,order_tracking
Can you check if my order is affected by regional courier strikes,order_tracking
referal bonus details,promotions
I want to cancel this order and use the funds toward a different item entirely,cancel_order
Is this suitable for someone just starting out versus an expert user,product_inquiry
Is there a limit on how many failed signup attempts are allowed,account_creation
Show HP products,product_inquiry
Why did my refund confirmation arrive but the money hasn't shown up,refund
Is there an option for a video call with a support representative,human_handoff
Can you verify if a service fee applies only to certain regions,billing_inquiry
I need an explanation for a one-time setup fee that appeared unexpectedly,billing_inquiry
Where is ORD1029?,order_tracking
My login isn't working today,account_recovery
my subscription is active but i still cant log in to use it,account_recovery
Check the delivery status of ORD1023,order_tracking
Is this available in other colors?,product_inquiry
Is delivery available to islands or remote coastal areas,shipping_info
Can I see more images of this product?,product_inquiry
"My son placed this order without my permission, can we cancel it?",cancel_order
how much is shiping to my area,shipping_info
can delivery be made to a relative's house on my behalf,shipping_info
"Please help, I've been trying to log in for an hour with no luck",account_recovery
I need to know if my order is prioritized or in standard queue,order_tracking
need proof of transaction for my records,billing_inquiry
Is this product designed for left-handed users as well,product_inquiry
I need help changing my account's associated warehouse pickup point,account_management
"cant login on new phone, keeps saying wrong password",account_recovery
can you confirm a real person will respond to this message,human_handoff
"Hi, wanted to reach out about something small",greeting
Do shipping costs vary based on the season or demand,shipping_info
"Hey, need some help",greeting
Is there a way to update account settings from a smartwatch app,account_management
Can you assign a case manager to handle this personally,human_handoff
how long is dis under warranty,product_inquiry
Can you get someone senior to personally apologize and resolve this,human_handoff
I need to cancel because the specifications don't match what I need,cancel_order
Can you confirm if this discount applies to gift card purchases as well,promotions
Can I get transferred to whoever manages escalations,human_handoff
I'd like to speak with someone from your team directly,human_handoff
Is there an option to have deliveries left at a designated safe spot,shipping_info
is cash refund possible or only wallet credit,refund
Can you help me set a default shipping address?,account_management
"registering for the first time, any tips",account_creation
Do you have any clearance sale items right now?,promotions
Do you offer priority shipping specifically during health emergencies,shipping_info
Change my registered email,account_management
I keep getting 'network error' whenever I try to reset my password,account_recovery
What's the noise level of this appliance?,product_inquiry
Can you verify whether shipping charges are refundable for defective items,refund
discount milega kya bulk order pe,promotions
is there a countdown for when this offer ends,promotions
"my saved address has an old pincode, need to fix it",account_management
Is there a helpdesk specifically for registration issues,account_creation
account shows active on one device and locked on another simultaneously,account_recovery
Can you verify if the refund includes compensation for the delivery delay,refund
Connect me with customer care,human_handoff
"I live outside the city, will delivery take longer?",shipping_info
I switched to a new laptop and lost my saved authentication app,account_recovery
What info is mandatory versus optional during signup?,account_creation
can i cancel one item without cancelling the whole order,cancel_order
Can you connect me with someone from the technical team specifically,human_handoff
Can I change my account language preference?,account_management
Agent please,human_handoff
What's the fastest delivery option?,shipping_info
how do i change from monthly to yearly billing on my account,account_management
Do you provide shipment updates through a dedicated tracking app rather than SMS,shipping_info
How do I sign up?,account_creation
Can I request delivery specifically avoiding weekends due to my schedule,shipping_info
tracking says nothing new for days,order_tracking
cancel dis order pls,cancel_order
"I want to register for the newsletter without creating a full account, is that possible?",account_creation
how long after cancelling will i see the refund,cancel_order
"Hello, hoping today's query is a quick fix",greeting
I want to cancel my subscription order,cancel_order
can delivery be expedited for an extra fee after ordering,shipping_info
Please check ORD1151,order_tracking
What are the shipping options?,shipping_info
material used in this,product_inquiry
"My account got locked, please help",account_recovery
Can you check server-side if there's an outage affecting logins today,account_recovery
What benefits do I get immediately after creating an account?,account_creation
stuck on the login page for the last 30 minutes,account_recovery
transfer me plz to staff,human_handoff
Is there a bulk packaging option for this item aimed at businesses,product_inquiry
How does weather affect delivery timelines in your experience?,shipping_info
Is there a way to preview how my public profile looks to others,account_management
Is delivery affected during regional festivals or local holidays,shipping_info
"Hey, hope you're having a smooth shift today",greeting
"Please cancel, duplicate order was placed by accident",cancel_order
Can you confirm if promotional pricing is locked in once added to cart,promotions
want to cancel before payment is fully deducted,cancel_order
"the security code sms is delayed by hours, is that normal",account_recovery
Can you tell me if there's a discount tied to using a specific delivery method,promotions
I need a refund on an incorrect invoice,billing_inquiry
I want to return this product,refund
"Hey, checking in with a question",greeting
want full refund not partial,refund
chk wer my order is,order_tracking
What's the process to create an account?,account_creation
can you confirm the cancellation was successful,cancel_order
Do you have HP printers?,product_inquiry
need bill copy asap,billing_inquiry
Can support check if my billing history shows any unresolved disputes,billing_inquiry
"I want an account just to track orders, nothing else, is that possible?",account_creation
"The product stopped working after two days, I want a refund",refund
My card was charged but I want to cancel before it ships,cancel_order
"Hey, thanks for being patient with my questions",greeting
What's the quickest way to get registered today?,account_creation
"My account shows 'access denied', not sure why",account_recovery
Can you tell me if replacement parts are sold separately,product_inquiry
Is this product available with a matte or glossy finish option,product_inquiry
cupon available?,promotions
Do you provide separate delivery timelines for pre-owned or refurbished items,shipping_info
Why does my refund status differ between the app and the email notification,refund
"wanna join, how do i sign up",account_creation
Is there a limit on how many times I can use the same coupon?,promotions
Can someone manually verify where the package is right now?,order_tracking
"I accidentally closed the tab mid-registration, do I need to start over?",account_creation
Can you cancel and refund to the original payment method only,cancel_order
Can support confirm if my refund includes the loyalty points originally used,refund
can i change my account type from student to regular,account_management
Can support confirm the courier hasn't misplaced my parcel,order_tracking
Do you ship on public holidays?,shipping_info
"the delivery estimate changed three times already, whats happening",order_tracking
is account creation the same for app and website,account_creation
I want to cancel since the seller's listed brand doesn't match what arrived in the confirmation email,cancel_order
Cancel and refund my order,cancel_order
Do you have a size chart?,product_inquiry
Do you offer cash on delivery in all areas?,shipping_info
Can I change my email if I no longer have access to the old one?,account_management
"tried clearing cache and cookies, login still fails",account_recovery
Can you connect me with a specialist for this particular product category,human_handoff
is dis compatible wit older models,product_inquiry
Check whether ORD1097 has shipped,order_tracking
"I need a person, not a macro response, to address this specific complaint",human_handoff
I need to understand why my refund got reversed after being initially approved,refund
I want to update the emergency shipping contact on my profile,account_management
"Please cancel, I no longer need this item",cancel_order
Hello sir/madam,greeting
need real human now,human_handoff
Is there a way to prove my identity using facial recognition,account_recovery
Can you confirm if this offer stacks with a first-time buyer discount,promotions
Do you have Logitech keyboards?,product_inquiry
I need clarification on why service tax appears separately from product tax,billing_inquiry
Tell me about HP Laptop,product_inquiry
How much does a Logitech mouse cost?,product_inquiry
I need this issue routed to whoever last handled my account changes,human_handoff
My refund hasn't been received yet,refund
Cancel pls,cancel_order
Is it possible to update account details via customer support call only,account_management
"Hi, I'll get straight to the point",greeting
"Hi, thank you for existing on a Sunday too",greeting
want to set up an account before the sale starts,account_creation
account recovery form isnt accepting my details,account_recovery
is there a limit to how many addresses i can save,account_management
I want to switch from browsing as guest to a full account,account_creation
I need this escalated to whoever oversees customer satisfaction,human_handoff
"Good afternoon, hoping you can sort out an issue for me",greeting
Someone changed my password without my knowledge,account_recovery
I want a refund,refund
"Good afternoon, this is my first message of the day to you guys",greeting
Can you verify if my order was loaded onto the delivery vehicle today,order_tracking
My order tracking page just says 'pending' with nothing else,order_tracking
Why does the app show a lower total than what my bank actually charged,billing_inquiry
"trying to register through a QR code, is that supported",account_creation
My delivery status hasn't synced between the app and website,order_tracking
Can you tell me if my coupon code has expired?,promotions
Can I choose a courier partner myself instead of the default one,shipping_info
is there a phone number i can call for urgent account recovery,account_recovery
need to update my company name on the business account,account_management
There's an incorrect charge on my card,billing_inquiry
wrong amount charged pls check,billing_inquiry
I want to add a nickname alongside my legal name,account_management
any cashback,promotions
I've tried resetting my password three times and it still doesn't work,account_recovery
Can you manually verify my identity using my order history instead,account_recovery
"I want to set up a seller account, is the process different from a buyer account?",account_creation
Can you tell me if this product line has any planned upgrades soon,product_inquiry
"trying to sign up again after deleting old account, is that allowed",account_creation
Can senior citizens avail any special discounts here?,promotions
Can you confirm if this product has passed safety certification for my country,product_inquiry
Modify profile please,account_management
Can you tell me if my order has crossed customs yet,order_tracking
"My recovery attempt got flagged as suspicious, why would that happen",account_recovery
payment gateway showed error but amount got deducted,billing_inquiry
Has ORD1077 left the warehouse?,order_tracking
Can cancellation be processed if I already scheduled installation separately,cancel_order
What's the current location of ORD1025?,order_tracking
Can you check if my billing address mismatch caused a failed transaction,billing_inquiry
Information about Gaming Keyboard,product_inquiry
"Good morning team, hope all is well",greeting
Can you connect me with someone who can check internal notes on my account,human_handoff
kab tak chalega ye sale,promotions
I want to cancel since better financing options appeared elsewhere,cancel_order
What courier service do you use?,shipping_info
Why was my refund amount adjusted without explanation,refund
Is there a Lenovo laptop available?,product_inquiry
I need to cancel because my company's approval for this purchase got revoked,cancel_order
Can you confirm the exact fabric composition for this clothing item,product_inquiry
price of dis item pls,product_inquiry
"I'm new here and want to set up my profile, where do I start?",account_creation
need refund for damged product,refund
I need this handled by someone with access to my full account history,human_handoff
I need to recover my account before a scheduled delivery today,account_recovery
Is there a discount for bundling this with a related accessory,promotions
What documents do I need to register as a seller instead of buyer?,account_creation
"I want to register for wholesale purchasing, is that a separate process",account_creation
Is it possible to update details for a shared family plan account,account_management
"this bot is useless, get me a person",human_handoff
Is it possible to lock certain account settings from being changed accidentally,account_management
cancel my order right away please,cancel_order
Is there an offer for customers who switch from monthly to annual billing,promotions
Can you check if a partial refund was issued instead of the full amount I expected,refund
Can I get a supervisor's name and direct contact?,human_handoff
Why does my invoice show a charge under a category I don't recognize,billing_inquiry
Can support verify if my refund request needs additional documentation,refund
How do I revoke access for a device I no longer use?,account_management
need real time status of my package please,order_tracking
I need to understand the proration logic used when I upgraded mid-cycle,billing_inquiry
Can you tell me if there's a price protection guarantee after sale ends,promotions
Why does the tax breakdown differ between my invoice and the checkout summary,billing_inquiry
Is there a way to verify this isn't a counterfeit before purchasing,product_inquiry
how do i cancel an order placed as a guest,cancel_order
Can you cancel this order if the promised bundle items aren't actually included,cancel_order
The delivery partner's app shows nothing for my tracking ID,order_tracking
I want a refund because the seller never shipped it in time,refund
Can you confirm if there's a loyalty milestone reward I'm close to reaching,promotions
tracking not updating since 2 days,order_tracking
I need to update insurance details linked to my premium plan,account_management
Is this compatible with universal remote control systems,product_inquiry
How much is the Apple tablet?,product_inquiry
I want to cancel before dispatch,cancel_order
Can you confirm if replacement batteries are proprietary or standard size,product_inquiry
"seller not responding, need refund",refund
Can you deliver to a temporary address like a hotel,shipping_info
Can cancellation still happen if I already contacted the seller about a swap,cancel_order
"The security question I set up years ago, I don't remember the answer",account_recovery
Can you tell me if this supports future software updates,product_inquiry
"My package shows 'delivery exception', what does that actually mean",order_tracking
Can you share the product details?,product_inquiry
the currency shown on invoice is wrong for my region,billing_inquiry
Can you connect me with someone from your escalations desk directly,human_handoff
Can you tell me if this product requires special maintenance,product_inquiry
Can a real agent confirm receipt of the documents I uploaded earlier,human_handoff
Any discount for new users?,promotions
Update my date of birth on file,account_management
Can I request a specific department instead of general support,human_handoff
What's the cutoff time for same-day dispatch?,shipping_info
My neighbor said a package arrived for me but it's not showing on the app,order_tracking
Register,account_creation
"Hi, just checking if you're online",greeting
Signup,account_creation
is delivery available for orders placed late at night,shipping_info
Can you check the last scanned location for my shipment,order_tracking
My payment isn't going through,billing_inquiry
Can you tell me if this product requires a subscription for full functionality,product_inquiry
my saved card was charged without my confirmation click,billing_inquiry
Is there any movement on ORD1024?,order_tracking
Does this product have any known common issues customers report?,product_inquiry
"Hey, are you there?",greeting
"Hello, could you please help me with something?",greeting
Can you get a manager to review the transcript of this entire conversation,human_handoff
how does delivery differ for prepaid versus cod orders,shipping_info
Can you confirm if unused loyalty points are restored after a refund,refund
Can support check if the refund was accidentally processed to a cancelled card,refund
"Hey, is this the support line?",greeting
"Hi, sorry if I sound unsure, first time chatting here",greeting
cashback kitna milega is order pe,promotions
"i lost my phone and my account was linked to it, help",account_recovery
Can you confirm if this comes with multilingual packaging instructions,product_inquiry
my delivery slot passed and nothing came,order_tracking
Is there a loyalty tier system with better perks over time?,promotions
I need last month's billing history for my records,billing_inquiry
Why did my refund take longer than the timeline stated in your policy,refund
"Hi, I appreciate you responding on a weekend",greeting
Good day,greeting
does dis come with a printed manual or only digital,product_inquiry
Can you connect me with someone available on call right now,human_handoff
I no longer need this since I found an alternative in-store,cancel_order
Why did I receive two separate invoices for what should be one order,billing_inquiry
how heavy is dis product,product_inquiry
"forgot pin for account, not password, is that different",account_recovery
Why is there a service charge I wasn't informed about upfront,billing_inquiry
"Evening, sorry to bother you but I need some info",greeting
Is this item in stock?,product_inquiry
i need an account to place my first order,account_creation
Where is my order?,order_tracking
Is there a way to request the next available human agent,human_handoff
"Hello, wishing you a good day, I have a question",greeting
Modify my account information,account_management
"Hey, just wanted to say hi before diving in",greeting
I was billed for something I didn't order,billing_inquiry
Why does my invoice list a different seller name than what I purchased from,billing_inquiry
What's the price of an HP printer?,product_inquiry
"Hey there, quick one for you",greeting
Why does my bill show a different total than what was shown at checkout,billing_inquiry
Why does my statement show a charge from a subsidiary company name?,billing_inquiry
Why was my refund issued as store credit when I expected a bank transfer,refund
Can I change my subscription renewal date without cancelling first,account_management
Can you help remove an outdated alternate email from my account,account_management
Can support verify if a manual adjustment was made to my bill without notice,billing_inquiry
Can support confirm if a refunded item can later be repurchased at the same discounted price,refund
I changed devices and now I can't log in,account_recovery
can support directly contact the delivery partner for me,order_tracking
Is there an option to have delivery updates sent to a second phone number,shipping_info
I keep getting a captcha error while trying to log in,account_recovery
"my account seems compromised, need help asap",account_recovery
"I accidentally placed an order, please cancel it",cancel_order
Is it possible to sign up and skip email verification for now?,account_creation
What's the delivery time estimate?,shipping_info
is dis the newest model available,product_inquiry
My card was charged but I never received a confirmation,billing_inquiry
how does delivery work if im not home most days,shipping_info
"Hey, first message of the day for me too",greeting
I want to cancel because the seller isn't responding to my questions,cancel_order
"I need to correct my postal code, it was entered wrong",account_management
Can support confirm if refunds for cancelled subscriptions are prorated,refund
I would like a human agent to confirm this resolution personally,human_handoff
"I paid for express shipping but it's already 4 days, where is it?",order_tracking
whats the biggest discount ive missed recently,promotions
Is there a warranty extension option available at checkout,product_inquiry
Can you update my preferred contact hours for support calls,account_management
any offers today,promotions
Order status please,order_tracking
Smartphone price,product_inquiry
Can I update my account to reflect a new legal guardian for a minor's account,account_management
want to update profile pic,account_management
Can you assist with updating tax exemption status on my account,account_management
"getting 'too many attempts' error, how long is the lockout",account_recovery
I need to update my professional title shown on the profile,account_management
Give me the tracking details for ORD1058,order_tracking
anyone know why my order is delayed so much,order_tracking
"Hello, appreciate you being here to help",greeting
"Hello, just testing if this chat is working",greeting
I got married and want to update my last name,account_management
"Hello, is someone there?",greeting
Can you tell me more about this before I buy it?,product_inquiry
When can I expect my order to arrive?,order_tracking
i need to change my recovery email but cant even log in first,account_recovery
my account merged with a duplicate one and now login is broken,account_recovery
is there a way to recover account without the registered email,account_recovery
"money debited, order not showing",billing_inquiry
account keeps asking for verification code i never receive,account_recovery
can i register through whatsapp instead of email,account_creation
"Hey, thank you for the consistently quick replies",greeting
why was a rush delivery fee added when i chose standard,billing_inquiry
is this original or copy,product_inquiry
Do you offer employee or corporate discount programs?,promotions
I want to cancel my order,cancel_order
Can support confirm the refund won't affect my ongoing subscription discount,refund
I want to open a new account,account_creation
"Hi, long time user here, quick thing to ask",greeting
The tracking shows my package in a completely different state than expected,order_tracking
"this issue needs a human decision, not automated logic",human_handoff
